,Open,High,Low,Close,Adj Close,Volume
2024-01-01 00:00:00,524.4307227253793,524.8066467095895,523.3633349310803,523.65576892968,523.65576892968,0
2024-01-01 00:15:00,523.8241955721629,524.8532779344131,522.6812519420605,523.6414252417982,523.6414252417982,0
2024-01-01 00:30:00,524.8178781069865,525.3807667704498,522.2618241309641,522.3630624062231,522.3630624062231,0
2024-01-01 00:45:00,525.0292327275549,525.4614773332802,522.038084434879,522.2986007376758,522.2986007376758,0
2024-01-01 01:00:00,523.1166497798791,525.5384017337943,521.8975352341423,522.0158693729264,522.0158693729264,0
2024-01-01 01:15:00,521.6707019453669,524.7783457841294,521.5591706330805,524.3796132108868,524.3796132108868,0
2024-01-01 01:30:00,521.9995857624356,525.9052721775685,521.0724281848854,524.0117211329641,524.0117211329641,0
2024-01-01 01:45:00,523.5313852689792,525.807429498392,522.0644477155992,522.8938898335916,522.8938898335916,0
2024-01-01 02:00:00,523.8907457483066,525.7709012721461,521.0264010032305,521.5969271865577,521.5969271865577,0
2024-01-01 02:15:00,522.3731829217403,525.0257014370144,520.1834756896495,520.1834756896495,520.1834756896495,0
2024-01-01 02:30:00,523.0245710498559,526.0459272875919,522.144260061666,522.3213735905588,522.3213735905588,0
2024-01-01 02:45:00,521.4095296069491,525.931757814146,519.3658191003672,523.3436625176888,523.3436625176888,0
2024-01-01 03:00:00,524.2302262545616,525.6930683041911,519.3421433749745,525.1502590719533,525.1502590719533,0
2024-01-01 03:15:00,521.7273556034417,525.8938320104271,519.2804261046948,521.5798342266496,521.5798342266496,0
2024-01-01 03:30:00,522.7320083729114,525.2995887757387,518.8011744400525,522.27901490495,522.27901490495,0
2024-01-01 03:45:00,523.6942460329586,524.5257280578206,518.6054089896292,518.6054089896292,518.6054089896292,0
2024-01-01 04:00:00,523.1531887370136,525.8483147096016,519.2607025614234,524.9315132533196,524.9315132533196,0
2024-01-01 04:15:00,522.2323070225344,526.2128724201201,518.1263032133808,523.2404997430028,523.2404997430028,0
2024-01-01 04:30:00,517.9757255470452,525.6210814221913,517.9757255470452,525.6210814221913,525.6210814221913,0
2024-01-01 04:45:00,520.0466327088504,526.1200767848679,517.6800882154937,520.8833852234247,520.8833852234247,0
2024-01-01 05:00:00,525.2203550084078,525.921313857299,518.4600974646346,519.2515532022339,519.2515532022339,0
2024-01-01 05:15:00,519.892894392119,525.5305943054092,517.4018582034764,522.9231462810285,522.9231462810285,0
2024-01-01 05:30:00,523.453972654488,525.7362219511419,517.1775424706642,524.8526658740105,524.8526658740105,0
2024-01-01 05:45:00,520.8023083372651,525.9380682974185,517.1487804818637,521.4810865183331,521.4810865183331,0
2024-01-01 06:00:00,525.3166808371354,526.1359398618777,516.7438501150117,521.1394808195519,521.1394808195519,0
2024-01-01 06:15:00,525.6963101258231,526.0261913894576,516.408178872451,525.5838444209041,525.5838444209041,0
2024-01-01 06:30:00,524.2723468511409,525.8681753429291,515.9042879681798,525.8681753429291,525.8681753429291,0
2024-01-01 06:45:00,516.4959728357744,526.0193252987798,515.7744392699134,516.8905337156624,516.8905337156624,0
2024-01-01 07:00:00,522.0649208013522,525.2471028287405,515.5291884511388,515.5291884511388,515.5291884511388,0
2024-01-01 07:15:00,516.6296807656341,525.4034004138332,515.4136690764774,521.3986517726315,521.3986517726315,0
2024-01-01 07:30:00,517.7965396638504,526.2709264453775,517.5928946078875,520.8128297512121,520.8128297512121,0
2024-01-01 07:45:00,525.6268932270647,526.7984632176687,515.4143457056148,525.4604054970771,525.4604054970771,0
2024-01-01 08:00:00,523.6005293182317,525.782286056915,514.7322252933754,522.2127976490724,522.2127976490724,0
2024-01-01 08:15:00,523.9262662457369,526.6344255147211,514.8741525877585,524.8613810301946,524.8613810301946,0
2024-01-01 08:30:00,516.478522151407,525.1028459401315,514.4607921645608,514.7901568958566,514.7901568958566,0
