,Open,High,Low,Close,Adj Close,Volume
2024-01-01 00:00:00,59135.791185805276,59188.81802166157,59005.19221677594,59043.02865095767,59043.02865095767,0
2024-01-01 00:15:00,59065.01379908275,59197.94018414905,58923.84150487969,59047.957750241505,59047.957750241505,0
2024-01-01 00:30:00,59198.831259145656,59275.32700074526,58876.95967148249,58891.250323858556,58891.250323858556,0
2024-01-01 00:45:00,59232.62816260805,59293.78220490768,58855.53356164615,58889.741815493144,58889.741815493144,0
2024-01-01 01:00:00,58994.806339239054,59308.591691665955,58843.85694435867,58860.34513502743,58860.34513502743,0
2024-01-01 01:15:00,58816.644699096985,59216.29072987702,58803.31812429234,59169.427210485126,59169.427210485126,0
2024-01-01 01:30:00,58865.455087980044,59365.48264352994,58750.003908837265,59129.137270398736,59129.137270398736,0
2024-01-01 01:45:00,59068.138815291015,59364.26457698258,58884.98774034252,58992.90745058633,58992.90745058633,0
2024-01-01 02:00:00,59120.883725955864,59365.48180608825,58758.03789160314,58833.72835040798,58833.72835040798,0
2024-01-01 02:15:00,58933.50053761403,59276.477154547254,58659.63435793423,58659.63435793423,58659.63435793423,0
2024-01-01 02:30:00,59023.601656231214,59413.370099911575,58915.01478365837,58939.927212323804,58939.927212323804,0
2024-01-01 02:45:00,58823.68404430372,59404.20033091341,58565.77318867337,59077.498602314285,59077.498602314285,0
2024-01-01 03:00:00,59191.410711963654,59382.2290062494,58569.929141958644,59315.486274349336,59315.486274349336,0
2024-01-01 03:15:00,58877.85887570504,59415.6191108631,58570.5360740219,58865.27830630253,58865.27830630253,0
2024-01-01 03:30:00,59013.19553627742,59343.624419838045,58510.52571111367,58961.49990639398,58961.49990639398,0
2024-01-01 03:45:00,59143.108746202764,59251.333037900906,58497.9752255698,58497.9752255698,58497.9752255698,0
2024-01-01 04:00:00,59080.60986866109,59431.496225827104,58585.88860864699,59314.57374415036,59314.57374415036,0
2024-01-01 04:15:00,58969.45648859009,59480.452454285216,58446.95239152538,59104.86662312514,59104.86662312514,0
2024-01-01 04:30:00,58431.25738066247,59416.47049912021,58431.25738066247,59416.47049912021,59416.47049912021,0
2024-01-01 04:45:00,58703.141929074154,59483.53738976764,58400.98858794393,58816.555056081386,58816.555056081386,0
2024-01-01 05:00:00,59372.40956234166,59463.06855519975,58508.47472710695,58614.3094140333,58614.3094140333,0
2024-01-01 05:15:00,58696.90080955012,59421.59206444356,58382.296578318674,59091.26004209315,59091.26004209315,0
2024-01-01 05:30:00,59159.698214971424,59456.58379978905,58358.04142042814,59345.179410112505,59345.179410112505,0
2024-01-01 05:45:00,58826.819607848185,59486.04565612177,58361.09906218351,58920.06403834247,58920.06403834247,0
2024-01-01 06:00:00,59411.85739835724,59521.37052279425,58316.8208291275,58883.05652291914,58883.05652291914,0
2024-01-01 06:15:00,59467.2567448965,59514.555707686915,58280.93512419097,59459.23973431264,59459.23973431264,0
2024-01-01 06:30:00,59291.64463050921,59502.44505702433,58223.968207188824,59502.44505702433,59502.44505702433,0
2024-01-01 06:45:00,58302.035073339415,59526.82088180947,58210.92130975032,58358.80918677104,58358.80918677104,0
2024-01-01 07:00:00,59022.33318091627,59430.57433145374,58191.078046004215,58191.078046004215,58191.078046004215,0
2024-01-01 07:15:00,58332.57432463162,59461.058844897554,58178.95072496427,58950.034944709805,58950.034944709805,0
2024-01-01 07:30:00,58488.79360771923,59575.454271544164,58465.37867384718,58881.72206682901,58881.72206682901,0
2024-01-01 07:45:00,59499.24883439121,59650.83455915778,58194.2251314127,59484.31952102332,59484.31952102332,0
2024-01-01 08:00:00,59246.32015785859,59526.433132886756,58112.59435345489,59074.714417263785,59074.714417263785,0
2024-01-01 08:15:00,59294.82889325557,59646.15123877625,58139.63505246914,59421.047816876824,59421.047816876824,0
2024-01-01 08:30:00,58346.70093876205,59455.668789449475,58089.781078018554,58136.50211328869,58136.50211328869,0
2024-01-01 08:45:00,59615.791372144144,59615.791372144144,58037.13106969689,58271.4050168232,58271.4050168232,0
2024-01-01 09:00:00,58948.27683395571,59635.24292081901,58116.92389272263,59401.6341765572,59401.6341765572,0
2024-01-01 09:15:00,58072.398697065306,59493.8610196781,58041.593300858556,58630.71746766944,58630.71746766944,0
2024-01-01 09:30:00,58220.35327068882,59686.48861638516,58220.35327068882,59589.44744697048,59589.44744697048,0
2024-01-01 09:45:00,58380.1023394629,59689.16260859858,58378.804862990146,59576.10356635833,59576.10356635833,0
2024-01-01 10:00:00,59260.96570987866,59715.13009189347,58019.13397300255,58668.05130378976,58668.05130378976,0
2024-01-01 10:15:00,58705.14960579837,59697.29755343388,58054.32840778556,59149.92107173274,59149.92107173274,0
2024-01-01 10:30:00,58661.18492822602,59647.591647160065,58317.02224087278,59341.086599402755,59341.086599402755,0
2024-01-01 10:45:00,58913.296950627555,59489.099735719086,58235.656913363986,59150.33362209348,59150.33362209348,0
2024-01-01 11:00:00,59154.43533944011,59266.619719234885,57970.73968471421,58298.631248167316,58298.631248167316,0
2024-01-01 11:15:00,58855.97671603607,59443.753983042705,58137.539749812364,59443.753983042705,59443.753983042705,0
2024-01-01 11:30:00,59760.96560009784,59760.96560009784,57988.33102708607,58685.86423613764,58685.86423613764,0
2024-01-01 11:45:00,59597.143885623904,59667.33605327057,57921.19557097609,58679.56591799515,58679.56591799515,0
2024-01-01 12:00:00,59264.32927004239,59353.9056504369,57902.974944800306,59349.020309320964,59349.020309320964,0
2024-01-01 12:15:00,59537.105791607566,59702.800353176215,57880.28928632539,58347.94945888946,58347.94945888946,0
2024-01-01 12:30:00,58152.50513127993,59582.18119732283,57938.49954340311,59196.11486334147,59196.11486334147,0
2024-01-01 12:45:00,58235.281731354655,59672.92931313718,58159.54577380476,58295.50066301626,58295.50066301626,0
2024-01-01 13:00:00,58721.77595419986,59600.794367053706,58005.219540608006,58474.878479112565,58474.878479112565,0
2024-01-01 13:15:00,59656.62154245349,59656.62154245349,57920.56507887757,59625.78912872037,59625.78912872037,0
2024-01-01 13:30:00,59288.85585318179,59692.55904438129,58399.5701364752,58423.510342625406,58423.510342625406,0
2024-01-01 13:45:00,58722.599801221004,59767.18330377482,58017.025315431114,59131.747186445464,59131.747186445464,0
2024-01-01 14:00:00,58582.955916052204,59766.28075638721,57881.20623482937,59444.463830992965,59444.463830992965,0
2024-01-01 14:15:00,59581.76082247921,59757.37864082687,57824.98618115795,59152.52239938074,59152.52239938074,0
2024-01-01 14:30:00,58418.962846142254,59510.23068364282,58061.4552968668,58700.1132057129,58700.1132057129,0
2024-01-01 14:45:00,58152.552195000375,59709.47823930362,57836.662140183755,58386.28126151448,58386.28126151448,0
2024-01-01 15:00:00,58429.80253062645,59387.33441385811,57974.212260799904,58927.993916734136,58927.993916734136,0
2024-01-01 15:15:00,59335.76132587675,59634.410626948906,58155.713375938554,58868.73279705527,58868.73279705527,0
2024-01-01 15:30:00,58421.16442909978,59663.04122620669,58117.523205950856,59663.04122620669,59663.04122620669,0
2024-01-01 15:45:00,59069.3387468629,59813.72561293507,57829.15954264421,59813.72561293507,59813.72561293507,0
2024-01-01 16:00:00,58504.250884392306,59763.158302418444,58100.44764838973,58300.57694276771,58300.57694276771,0
2024-01-01 16:15:00,57928.16337721334,59207.33271186039,57855.044138540194,59207.33271186039,59207.33271186039,0
2024-01-01 16:30:00,59538.444151998396,59733.6674610301,57737.71594483776,57922.240525065026,57922.240525065026,0
2024-01-01 16:45:00,57748.538989005574,59652.71853452286,57748.538989005574,58563.62627434085,58563.62627434085,0
2024-01-01 17:00:00,58359.490393327425,59711.693645603045,57781.86829023962,58794.75374006414,58794.75374006414,0
2024-01-01 17:15:00,59051.023457617295,59711.06870139763,58142.81671202092,58879.64659289986,58879.64659289986,0
2024-01-01 17:30:00,58667.76707883798,59562.44312544772,57940.61254231716,59031.75317853138,59031.75317853138,0
2024-01-01 17:45:00,59065.925682559355,59734.959516415074,57759.1378696846,58911.126119947716,58911.126119947716,0
2024-01-01 18:00:00,58603.03552889521,59246.77455468586,57878.35088335143,58407.75596215841,58407.75596215841,0
2024-01-01 18:15:00,58842.309604587856,59710.45160018284,57943.61558946609,57943.61558946609,57943.61558946609,0
2024-01-01 18:30:00,57799.49778623026,59291.59467547981,57735.60040322409,58824.60203965723,58824.60203965723,0
2024-01-01 18:45:00,59591.00915987581,59658.399861419464,57768.231260525194,58466.08285529049,58466.08285529049,0
2024-01-01 19:00:00,59681.74068263097,59716.0891292259,57860.87401383302,57860.87401383302,57860.87401383302,0
2024-01-01 19:15:00,58803.30599565642,59762.70482865718,57964.956698600035,59414.947184865865,59414.947184865865,0
2024-01-01 19:30:00,58811.586959902495,59546.13948947764,57800.269039373765,57800.269039373765,57800.269039373765,0
2024-01-01 19:45:00,58284.81111004277,59759.00766935303,57994.5703016498,59479.10857395685,59479.10857395685,0
2024-01-01 20:00:00,57767.55974926793,59723.97673122381,57767.55974926793,59490.64770126256,59490.64770126256,0
2024-01-01 20:15:00,59023.370148933514,59718.606316319325,57768.16150849068,57768.16150849068,57768.16150849068,0
2024-01-01 20:30:00,59524.53591396468,59524.53591396468,57873.798857313646,58677.64787184713,58677.64787184713,0
2024-01-01 20:45:00,57820.10255682563,59476.12994500927,57820.10255682563,58675.04730006493,58675.04730006493,0
2024-01-01 21:00:00,58286.72116750574,59739.62483363111,57644.80238820459,58605.29195569439,58605.29195569439,0
2024-01-01 21:15:00,57719.55712038252,59567.17312812552,57719.55712038252,58008.53227734887,58008.53227734887,0
2024-01-01 21:30:00,58231.832733470255,59385.142929590904,57792.7911085007,58415.98424803217,58415.98424803217,0
2024-01-01 21:45:00,57641.233384637824,59742.27841624517,57641.233384637824,58328.43252979409,58328.43252979409,0
2024-01-01 22:00:00,59778.339881576656,59778.339881576656,57648.85853907404,57648.85853907404,57648.85853907404,0
2024-01-01 22:15:00,58039.37771890658,59703.527896062486,57674.40773624404,57737.930491507774,57737.930491507774,0
2024-01-01 22:30:00,57562.40822901444,59598.76218904288,57562.40822901444,58890.04093894098,58890.04093894098,0
2024-01-01 22:45:00,57808.62635024959,59732.49266130959,57793.943629099886,58555.54812057678,58555.54812057678,0
